ID;Categories;Name;Categories;Challenge;1. NO POVERTY;2. ZERO HUNGER;3. GOOD HEALTH & WELL-BEING;4. QUALITY EDUCATION;5. GENDER EQUALITY;6. CLEAN WATER & SANITATION;7. AFFORDABLE & CLEAN ENERGY;8. DECENT WORK & ECONOMIC GROWTH;9. INDUSTRY, INNOVATION & INFRASTRUCTURE;10. REDUCED INEQUALITIES;11. SUSTAINABLE CITIES & COMMUNITIES;12. RESPONSIBLE CONSUMPTION & PRODUCTION;13. CLIMATE ACTION;14. LIFE BELOW WATER;15. LIFE ON LAND;16. PEACE, JUSTICE & STRONG INSTITUTIONS;17. PARTNERSHIPS FOR THE GOALS;1. INFANT AID;2. IMPAIRMENT DEVICES (SIGHT & SOUND);3. DISEASES AID & AWARNESS;4. PROSTHETICS; 5.FOOD SUSTAINABILITY; 6. PERSONAL MOBILITY/AID;7.DISEASES TREATMENT;8. CONSCIENTIUS CONSUMPTION/BEHAVIER;9. SAFETY;10.RECLAIMING THE CITY;11. SELF-SUSTAINING RESOURCES;12. DIGITAL SOCIETY;13. MOBILITY & ALTERNATIV TRANSPORTATION;14. ALTERNATIV ENERGY;15. LIGHT;16.WATER SAVING;17. DISPLACEMENT;18. SAFE WATER;19. FINANSIEL EMPOWERMENT;20. DECENTRALIZATION OF HEALTHCARE (Remote doctors);21. EMPOWER PEOPLE LOCAL;22. PROTECTION FOR WORKERS;23. HEAVY LIFTING/WORK AIDS FOR WORKERS;24. 3 D PRINT;25. SHARING ECONOMY (KNOWLEDGE AND SKILLS);26. PLAY AS PREVENTION OF DISEASE;27. PHYSICAL ENVIRONMENT FOR LEARNING ;28. PURPOSEFUL GAMING;29. Closing the digital divide;30. ALTERNATIVE LEARNING / INFORMATION;31. APPLIED DESIGN THINKING;32. EMPOWERING GIRLS & WOMEN;33. FLEXIBLE LIVING;34. MATERIALS;35. INTERNET OF THINGS;36. SANITATION;37. AFFORDABLE HOUSING;38. PERSONAL EMPOWERMENT;39. BIOMIMICRY;40. CLIMATE ADAPTATION;41. WEARABLES;42. CRISIS RESPONS;43. WASTE MANAGEMENT;44. CIVIL PROMOTION
402;2013;Tumbleweed toy seeks and destroys land mines;COMMUNITY;Safety;;;3;;;;;;;;;;;;;16;;;;;;;;;;9;;;;;;;;;;;;;22;;;;;;;;;;;;;;;;;;;;;;
403;2015;Aki: Literacy kit to empower thousands with financial education;PLAY_LEARNING;Education;1;;;4;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;;;;;;28;29;30;;;;;;;;;;;;;;
404;2015;Ambulance Drone: Flying robot paramedics could save your life;WORK;Digitalization;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;12;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;
405;2015;Be My Eyes: App crowdsources vision for the blind;BODY;Health;;;;;;;;;9;10;;;;;;;;;2;;;;;;;;;;12;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;
406;2015;Better Shelter Housing Unit: improving the lives of the displaced;HOME;Housing;1;;;;;;;;;10;;;;;;;;;;;;;;;;;10;;;;;;;17;;;;;;;;;;;;;30;;;;;;;;;;;;;;
407;2015;Bitcoin: Digital currency could empower the world’s unbanked;WORK;Money;;;;;;;;8;;10;;;;;;;;;;;;;;;;;;;12;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;
408;2015;Brck: Portable and rugged internet for rural areas;COMMUNITY;Communication;1;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;;;;;29;;;;;;;;;;;;;;;
409;2015;Coco: Ergonomic container prevents injuries for millions of coffee pickers;WORK;Working conditions;1;;3;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;23;;;;;;;;;;;;;;;;;;;;;
410;2015;ColaLife: A piggyback distribution strategy to improve global health;COMMUNITY;Infrastructure;;;3;;;;;;;;;;;;;;17;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;
411;2015;CrowdVoice: Bringing clarity to the world’s social movements;COMMUNITY;Communication;;;;4;;;;;;10;;;;;;16;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;29;30;;;;;;;;38;;;;;;
412;2015;Desolenator: Just add sun – new water purification technology to solve global crisis;HOME;Water;;;;;;6;;;;;;;;;;;;;;;;;;;;;;11;;;14;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;
413;2015;Duolingo: App teaches you a new language in 34 hours;PLAY_LEARNING;Education;;;;4;;;;8;;10;;;;;;;;;;;;;;;;;;;12;;;;;;;;;21;;;;;;;28;;30;;;;;;;;;;;;;;
414;2015;Embracing Life: Cooling Cap Protects Chemo Patients From Hair Loss;BODY;Health;;;3;;;;;;9;;;;;;;;;;;;;;;7;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;
415;2015;Flexible Space: Optimise your living space with moving walls;HOME;Housing;;;;;;;;;;;;12;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;33;;;;;;;;;;;
416;2015;Foldscope: 50c paper microscope to revolutionise health education and diagnostics;PLAY_LEARNING;Education;;;3;4;;;;;;10;;;;;;;;;;3;;;;;;;;;12;;;;;;;;20;;;;;;;;;;30;;;;;;;;;;;;;;
417;2015;Google Cardboard: DIY virtually reality at home for under $10 US;PLAY_LEARNING;Digitalization;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;29;30;;;;;;;;;;;;;;
418;2015;Google Self Driving Car Project: Lean back – the car does the driving;COMMUNITY;Transportation;;;;;;;;;9;;11;;;;;;;;;;;;;;;;;;12;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419;2015;Groasis Waterboxx: Self-watering trees reclaim desert land;COMMUNITY;Climate;;;;;;;;;;;;12;13;;15;;;;;;;5;;;;;;11;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420;2015;Half The Sky Movement Game: From oppression to opportunity – raising awareness and funding;PLAY_LEARNING;Digitalization;1;;;4;5;;;;;10;;;;;;;17;;;;;;;;;;;;12;;;;;;;;;;;;;;;;28;;30;;;;;;;;;;;;;;
421;2015;Hazmat Suit: Revolutionary body suit protects Ebola workers;WORK;Working conditions;;;3;;;;;;;;;;;;;;;;;;;;;7;;9;;;;;;;;;;;;;22;;;;;;;;;;;;;;;;;;;;;;
422;2015;IKO: Kids customise their own prosthetics with LEGOs;BODY;Health;;;;;;;;;9;10;;;;;;;;;;;4;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;;;
423;2015;Livelyhoods: Youth in African slums sell green consumer goods;WORK;Unemployment;1;;;4;;;;8;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;21;;;;;;;;;30;;;;;;;;;;;;;;
424;2015;Lumkani: Low-cost fire detector alerts entire communities;HOME;Safety;;;3;;;;;;;;;;;;;;;;;;;;;;;9;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
425;2015;New Hope Ecotech: New policy connects polluters with waste collectors;WORK;Poverty;1;;;;;;;;;;;12;;;;;;;;;;;;;8;;10;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;
426;2015;OkHi: A new address system to put people on the map;HOME;Digitalization;1;;;;;;;;;10;;;;;;;;;;;;;;;;;;;12;;;;;17;;;;21;;;;;;;;;;;;;;;;;;;;;;;
427;2015;Original Unverpackt: Packaging-free supermarket advances zero-waste movement;COMMUNITY;Enviroment;;;;;;;;;;;11;12;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
428;2015;Peek Retina: Smartphone Eye Exams Could reduce blindness by 80%;BODY;Health;;;3;;;;;;9;;;;;;;;;;;;;;;;;;;;12;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;
429;2015;Phonebloks: Build your own phone and reduce e-waste;HOME;Sustainable living;;;;;;;;;;;;12;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
430;2015;Post-Tsunami Plan: Plant a forest – shield your city;COMMUNITY;Enviroment;;;;;;;;;;;11;;13;;;;;;;;;;;;;;10;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;40;;;;
431;2015;Project Literacy: Global initiative aims to wipe out illiteracy by 2030;PLAY_LEARNING;Education;1;;;4;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;;;;;;30;;;;;;;;;;;;;;
432;2015;Quirky: Startup platform buys your idea and develops it for you;WORK;Money;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;
433;2015;Redesigning Breast Cancer Diagnostics: Process designers reduce breast cancer waiting lists by 90%;WORK;Working conditions;;;3;;;;;;;;;;;;;;;;;3;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
434;2015;Scio: New product scanner takes food transparency to the next level;PLAY_LEARNING;Digitalization;;;3;4;;;;;;;;12;;;;;;;;;;5;;;8;9;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;
435;2015;Shower Of The Future: Eco-friendly system uses 90% less water;HOME;Water;;;;;;6;;;9;;;;;;;;;;;;;;;;;;;11;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
436;2015;Sky Urban Vertical Farming System: hydro-powered greenhouses bring farmland to the city;COMMUNITY;Enviroment;;2;;;;;;;9;;11;;;;15;;;;;;;5;;;;;;11;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
437;2015;Smart Contact Lenses: A tiny chip to change the lives of diabetics;BODY;Health;;;3;;;;;;9;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438;2015;Sokotext: Text message co-op helps drop healthy food prices;WORK;Digitalization;1;;;;;;;;;;;12;;;;;;;;;;;;;;;;;12;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;
439;2015;Solar Classroom In A Box: The future of education – solar learning labs transforming schools in Africa;PLAY_LEARNING;Education;;;;4;;;;;;10;;;;;;;;;;;;;;;;;;11;12;;14;;;;;;;;;;;;;27;;;;;;;;;;;;;;;;;
440;2015;Tesla Powerwall: Energy piggy bank makes homeowners self-sufficient;HOME;Energy;;;;;;;7;;;;;;;;;;;;;;;;;;;;;11;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
441;2015;The Divine Divas: Beauty and brains – pop-up salon educates African teens about reproductive health;PLAY_LEARNING;Education;;;3;4;;;;;;;;;;;;;;;;;;;;7;;9;;;;;;;;;;;;;;;;;;;;;30;31;32;;;;;;;;;;;;
442;2015;The Ocean Cleanup Array: Floating structures use currents to clean up the world’s oceans;COMMUNITY;Enviroment;;;;;;;;;;;;12;13;14;;;;;;;;;;;8;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;
443;2015;The Silk Leaf: Man-made leaf to revolutionalise the air we breathe;HOME;Energy;;;;;;;;;;;;;13;;15;;;;;;;;;;;;;11;;;14;;;;;;;;;;;;;;;;;;;;;;;;;39;;;;;
444;2015;Thingiverse Groups: Online group platform democratises the world of 3D printing;PLAY_LEARNING;Digitalization;;;;;;;;;9;;;12;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;24;25;;;;;30;;;;;;;;;;;;;;
445;2015;Ventum: Room to breathe – the future of pediatric respiratory treatment;BODY;Health;;;3;;;;;;9;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
446;2015;Wristify: Wearable thermostat regulates your body temperature;BODY;Sustainable living;;;3;;;;;;9;;;;13;;;;;;;;;;;;8;;;;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;41;;;
447;2015;Yellowone Handsafe: Wearable alcohol dispenser prevents hospital deaths;WORK;Working conditions;;;3;;;;;;;;;;;;;;;;;;;;;7;;9;;;;;;;;;;;;;22;;;;;;;;;;;;;;;;;;;;;;
448;2015;ZeroFly® Storage Bag: a simple design to improve global food security;WORK;Money;1;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;30;;;;;;;;;;;;;;
